id	effectiveTime	active	moduleId	definitionStatusId
122161000025109	20080829	0	332351000009108	900000000000074008
122111000025106	20080829	0	332351000009108	900000000000074008
122001000025109	20080829	0	332351000009108	900000000000074008
121991000025107	20080829	0	332351000009108	900000000000074008
121981000025109	20080829	0	332351000009108	900000000000074008
121961000025103	20080829	0	332351000009108	900000000000074008
121951000025100	20080829	0	332351000009108	900000000000074008
121941000025102	20080829	0	332351000009108	900000000000074008
121861000025107	20080829	0	332351000009108	900000000000074008
121851000025105	20080829	0	332351000009108	900000000000074008
121741000025100	20080829	0	332351000009108	900000000000074008
121731000025106	20080829	0	332351000009108	900000000000074008
121681000025100	20080829	0	332351000009108	900000000000074008
121671000025103	20080829	0	332351000009108	900000000000074008
121661000025106	20080829	0	332351000009108	900000000000074008
121641000025107	20080829	0	332351000009108	900000000000074008
121621000025104	20080829	0	332351000009108	900000000000074008
121611000025108	20080829	0	332351000009108	900000000000074008
121601000025105	20080829	0	332351000009108	900000000000074008
121591000025101	20080829	0	332351000009108	900000000000074008
121561000025105	20080829	0	332351000009108	900000000000074008
121521000025103	20080829	0	332351000009108	900000000000074008
121271000025100	20080829	0	332351000009108	900000000000074008
121221000025101	20080829	0	332351000009108	900000000000074008
121201000025107	20080829	0	332351000009108	900000000000074008
121161000025100	20080829	0	332351000009108	900000000000074008
121151000025102	20080829	0	332351000009108	900000000000074008
121141000025104	20080829	0	332351000009108	900000000000074008
120921000025103	20080829	0	332351000009108	900000000000074008
120901000025109	20080829	0	332351000009108	900000000000074008
120891000025105	20080829	0	332351000009108	900000000000074008
120881000025107	20080829	0	332351000009108	900000000000074008
120871000025109	20080829	0	332351000009108	900000000000074008
120831000025106	20080829	0	332351000009108	900000000000074008
120811000025104	20080829	0	332351000009108	900000000000074008
120791000025103	20080829	0	332351000009108	900000000000074008
120781000025101	20080829	0	332351000009108	900000000000074008
120771000025104	20080829	0	332351000009108	900000000000074008
120681000025108	20080829	0	332351000009108	900000000000074008
120661000025102	20080829	0	332351000009108	900000000000074008
120651000025104	20080829	0	332351000009108	900000000000074008
120631000025107	20080829	0	332351000009108	900000000000074008
120541000025102	20080829	0	332351000009108	900000000000074008
120451000025101	20080829	0	332351000009108	900000000000074008
120371000025103	20080829	0	332351000009108	900000000000074008
120351000025109	20080829	0	332351000009108	900000000000074008
120291000025109	20080829	0	332351000009108	900000000000074008
120281000025106	20080829	0	332351000009108	900000000000074008
120261000025100	20080829	0	332351000009108	900000000000074008
120251000025102	20080829	0	332351000009108	900000000000074008
120161000025108	20080829	0	332351000009108	900000000000074008
120141000025109	20080829	0	332351000009108	900000000000074008
120101000025107	20080829	0	332351000009108	900000000000074008
120061000025109	20080829	0	332351000009108	900000000000074008
120031000025104	20080829	0	332351000009108	900000000000074008
120011000025106	20080829	0	332351000009108	900000000000074008
119991000025102	20080829	0	332351000009108	900000000000074008
119951000025109	20080829	0	332351000009108	900000000000074008
119921000025104	20080829	0	332351000009108	900000000000074008
119891000025106	20080829	0	332351000009108	900000000000074008
119871000025105	20080829	0	332351000009108	900000000000074008
119811000025100	20080829	0	332351000009108	900000000000074008
119781000025102	20080829	0	332351000009108	900000000000074008
119671000025106	20080829	0	332351000009108	900000000000074008
119621000025105	20080829	0	332351000009108	900000000000074008
119611000025101	20080829	0	332351000009108	900000000000074008
119601000025104	20080829	0	332351000009108	900000000000074008
119591000025108	20080829	0	332351000009108	900000000000074008
119581000025105	20080829	0	332351000009108	900000000000074008
119571000025107	20080829	0	332351000009108	900000000000074008
119511000025102	20080829	0	332351000009108	900000000000074008
119431000025105	20080829	0	332351000009108	900000000000074008
119421000025107	20080829	0	332351000009108	900000000000074008
119411000025103	20080829	0	332351000009108	900000000000074008
119371000025104	20080829	0	332351000009108	900000000000074008
119081000025104	20080829	0	332351000009108	900000000000074008
118941000025104	20080829	0	332351000009108	900000000000074008
118681000025102	20080829	0	332351000009108	900000000000074008
118641000025109	20080829	0	332351000009108	900000000000074008
118591000025103	20080829	0	332351000009108	900000000000074008
118571000025104	20080829	0	332351000009108	900000000000074008
118511000025109	20080829	0	332351000009108	900000000000074008
118501000025106	20080829	0	332351000009108	900000000000074008
118461000025106	20080829	0	332351000009108	900000000000074008
118441000025107	20080829	0	332351000009108	900000000000074008
118421000025104	20080829	0	332351000009108	900000000000074008
118401000025105	20080829	0	332351000009108	900000000000074008
118361000025104	20080829	0	332351000009108	900000000000074008
118331000025109	20080829	0	332351000009108	900000000000074008
118261000025105	20080829	0	332351000009108	900000000000074008
118231000025100	20080829	0	332351000009108	900000000000074008
118221000025103	20080829	0	332351000009108	900000000000074008
118211000025107	20080829	0	332351000009108	900000000000074008
118181000025108	20080829	0	332351000009108	900000000000074008
118171000025105	20080829	0	332351000009108	900000000000074008
118161000025102	20080829	0	332351000009108	900000000000074008
118141000025101	20080829	0	332351000009108	900000000000074008
118131000025107	20080829	0	332351000009108	900000000000074008
118021000025108	20080829	0	332351000009108	900000000000074008
117891000025104	20080829	0	332351000009108	900000000000074008
117781000025108	20080829	0	332351000009108	900000000000074008
117761000025102	20080829	0	332351000009108	900000000000074008
117751000025104	20080829	0	332351000009108	900000000000074008
117741000025101	20080829	0	332351000009108	900000000000074008
116581000025102	20080829	0	332351000009108	900000000000074008
116541000025109	20080829	0	332351000009108	900000000000074008
116461000025107	20080829	0	332351000009108	900000000000074008
116411000025109	20080829	0	332351000009108	900000000000074008
116401000025106	20080829	0	332351000009108	900000000000074008
116361000025100	20080829	0	332351000009108	900000000000074008
116251000025109	20080829	0	332351000009108	900000000000074008
116231000025101	20080829	0	332351000009108	900000000000074008
116221000025104	20080829	0	332351000009108	900000000000074008
116211000025108	20080829	0	332351000009108	900000000000074008
116191000025107	20080829	0	332351000009108	900000000000074008
116151000025100	20080829	0	332351000009108	900000000000074008
116131000025108	20080829	0	332351000009108	900000000000074008
116091000025106	20080829	0	332351000009108	900000000000074008
116081000025108	20080829	0	332351000009108	900000000000074008
115971000025100	20080829	0	332351000009108	900000000000074008
115961000025108	20080829	0	332351000009108	900000000000074008
115871000025107	20080829	0	332351000009108	900000000000074008
115831000025109	20080829	0	332351000009108	900000000000074008
115801000025100	20080829	0	332351000009108	900000000000074008
115761000025105	20080829	0	332351000009108	900000000000074008
115751000025108	20080829	0	332351000009108	900000000000074008
115731000025100	20080829	0	332351000009108	900000000000074008
115721000025103	20080829	0	332351000009108	900000000000074008
115711000025107	20080829	0	332351000009108	900000000000074008
115691000025109	20080829	0	332351000009108	900000000000074008
115681000025106	20080829	0	332351000009108	900000000000074008
115671000025108	20080829	0	332351000009108	900000000000074008
115571000025109	20080829	0	332351000009108	900000000000074008
115551000025103	20080829	0	332351000009108	900000000000074008
115531000025106	20080829	0	332351000009108	900000000000074008
115521000025108	20080829	0	332351000009108	900000000000074008
115511000025104	20080829	0	332351000009108	900000000000074008
115501000025102	20080829	0	332351000009108	900000000000074008
115481000025108	20080829	0	332351000009108	900000000000074008
115471000025105	20080829	0	332351000009108	900000000000074008
115401000025103	20080829	0	332351000009108	900000000000074008
115381000025103	20080829	0	332351000009108	900000000000074008
115361000025109	20080829	0	332351000009108	900000000000074008
115351000025107	20080829	0	332351000009108	900000000000074008
115341000025105	20080829	0	332351000009108	900000000000074008
115321000025102	20080829	0	332351000009108	900000000000074008
115311000025106	20080829	0	332351000009108	900000000000074008
115301000025108	20080829	0	332351000009108	900000000000074008
115291000025107	20080829	0	332351000009108	900000000000074008
115281000025109	20080829	0	332351000009108	900000000000074008
115261000025103	20080829	0	332351000009108	900000000000074008
115221000025105	20080829	0	332351000009108	900000000000074008
115141000025107	20080829	0	332351000009108	900000000000074008
115131000025101	20080829	0	332351000009108	900000000000074008
115111000025108	20080829	0	332351000009108	900000000000074008
115101000025105	20080829	0	332351000009108	900000000000074008
115061000025107	20080829	0	332351000009108	900000000000074008
115041000025108	20080829	0	332351000009108	900000000000074008
114941000025108	20080829	0	332351000009108	900000000000074008
114921000025100	20080829	0	332351000009108	900000000000074008
114911000025109	20080829	0	332351000009108	900000000000074008
114801000025104	20080829	0	332351000009108	900000000000074008
114731000025104	20080829	0	332351000009108	900000000000074008
114721000025102	20080829	0	332351000009108	900000000000074008
114651000025101	20080829	0	332351000009108	900000000000074008
114621000025106	20080829	0	332351000009108	900000000000074008
114611000025102	20080829	0	332351000009108	900000000000074008
114601000025100	20080829	0	332351000009108	900000000000074008
114591000025109	20080829	0	332351000009108	900000000000074008
114531000025105	20080829	0	332351000009108	900000000000074008
114501000025101	20080829	0	332351000009108	900000000000074008
114331000025103	20080829	0	332351000009108	900000000000074008
114301000025107	20080829	0	332351000009108	900000000000074008
114261000025102	20080829	0	332351000009108	900000000000074008
114231000025107	20080829	0	332351000009108	900000000000074008
114201000025103	20080829	0	332351000009108	900000000000074008
114171000025102	20080829	0	332351000009108	900000000000074008
114151000025108	20080829	0	332351000009108	900000000000074008
114011000025108	20080829	0	332351000009108	900000000000074008
113991000025100	20080829	0	332351000009108	900000000000074008
113971000025101	20080829	0	332351000009108	900000000000074008
113951000025107	20080829	0	332351000009108	900000000000074008
113921000025102	20080829	0	332351000009108	900000000000074008
113881000025106	20080829	0	332351000009108	900000000000074008
113841000025104	20080829	0	332351000009108	900000000000074008
113821000025107	20080829	0	332351000009108	900000000000074008
113781000025100	20080829	0	332351000009108	900000000000074008
113741000025107	20080829	0	332351000009108	900000000000074008
113691000025105	20080829	0	332351000009108	900000000000074008
113671000025109	20080829	0	332351000009108	900000000000074008
113661000025101	20080829	0	332351000009108	900000000000074008
113601000025102	20080829	0	332351000009108	900000000000074008
113561000025102	20080829	0	332351000009108	900000000000074008
113531000025107	20080829	0	332351000009108	900000000000074008
113501000025103	20080829	0	332351000009108	900000000000074008
113481000025109	20080829	0	332351000009108	900000000000074008
113471000025106	20080829	0	332351000009108	900000000000074008
113461000025103	20080829	0	332351000009108	900000000000074008
113441000025102	20080829	0	332351000009108	900000000000074008
113421000025105	20080829	0	332351000009108	900000000000074008
113391000025101	20080829	0	332351000009108	900000000000074008
113371000025102	20080829	0	332351000009108	900000000000074008
113361000025105	20080829	0	332351000009108	900000000000074008
113261000025104	20080829	0	332351000009108	900000000000074008
113201000025100	20080829	0	332351000009108	900000000000074008
113181000025101	20080829	0	332351000009108	900000000000074008
113031000025103	20080829	0	332351000009108	900000000000074008
112931000025107	20080829	0	332351000009108	900000000000074008
112921000025109	20080829	0	332351000009108	900000000000074008
112911000025100	20080829	0	332351000009108	900000000000074008
112891000025102	20080829	0	332351000009108	900000000000074008
112871000025103	20080829	0	332351000009108	900000000000074008
112851000025109	20080829	0	332351000009108	900000000000074008
112831000025101	20080829	0	332351000009108	900000000000074008
112821000025104	20080829	0	332351000009108	900000000000074008
112801000025105	20080829	0	332351000009108	900000000000074008
112751000025102	20080829	0	332351000009108	900000000000074008
112731000025105	20080829	0	332351000009108	900000000000074008
112721000025107	20080829	0	332351000009108	900000000000074008
112671000025102	20080829	0	332351000009108	900000000000074008
112651000025108	20080829	0	332351000009108	900000000000074008
112641000025106	20080829	0	332351000009108	900000000000074008
112621000025103	20080829	0	332351000009108	900000000000074008
112611000025107	20080829	0	332351000009108	900000000000074008
112551000025107	20080829	0	332351000009108	900000000000074008
112541000025105	20080829	0	332351000009108	900000000000074008
112481000025102	20080829	0	332351000009108	900000000000074008
112471000025100	20080829	0	332351000009108	900000000000074008
112461000025108	20080829	0	332351000009108	900000000000074008
112441000025109	20080829	0	332351000009108	900000000000074008
112431000025103	20080829	0	332351000009108	900000000000074008
112411000025105	20080829	0	332351000009108	900000000000074008
112361000025101	20080829	0	332351000009108	900000000000074008
112351000025103	20080829	0	332351000009108	900000000000074008
112341000025100	20080829	0	332351000009108	900000000000074008
112321000025108	20080829	0	332351000009108	900000000000074008
112271000025104	20080829	0	332351000009108	900000000000074008
112261000025107	20080829	0	332351000009108	900000000000074008
112221000025100	20080829	0	332351000009108	900000000000074008
112201000025106	20080829	0	332351000009108	900000000000074008
112091000025107	20080829	0	332351000009108	900000000000074008
112031000025108	20080829	0	332351000009108	900000000000074008
112011000025101	20080829	0	332351000009108	900000000000074008
112001000025104	20080829	0	332351000009108	900000000000074008
111991000025101	20080829	0	332351000009108	900000000000074008
111981000025104	20080829	0	332351000009108	900000000000074008
111971000025102	20080829	0	332351000009108	900000000000074008
111951000025108	20080829	0	332351000009108	900000000000074008
111921000025103	20080829	0	332351000009108	900000000000074008
111831000025106	20080829	0	332351000009108	900000000000074008
111811000025104	20080829	0	332351000009108	900000000000074008
111791000025103	20080829	0	332351000009108	900000000000074008
111741000025108	20080829	0	332351000009108	900000000000074008
111731000025102	20080829	0	332351000009108	900000000000074008
111711000025109	20080829	0	332351000009108	900000000000074008
111701000025106	20080829	0	332351000009108	900000000000074008
111681000025108	20080829	0	332351000009108	900000000000074008
111671000025105	20080829	0	332351000009108	900000000000074008
111651000025104	20080829	0	332351000009108	900000000000074008
111641000025101	20080829	0	332351000009108	900000000000074008
111621000025109	20080829	0	332351000009108	900000000000074008
111601000025103	20080829	0	332351000009108	900000000000074008
111431000025109	20080829	0	332351000009108	900000000000074008
111421000025106	20080829	0	332351000009108	900000000000074008
111391000025102	20080829	0	332351000009108	900000000000074008
111361000025106	20080829	0	332351000009108	900000000000074008
111341000025107	20080829	0	332351000009108	900000000000074008
111321000025104	20080829	0	332351000009108	900000000000074008
111301000025105	20080829	0	332351000009108	900000000000074008
111251000025102	20080829	0	332351000009108	900000000000074008
111221000025107	20080829	0	332351000009108	900000000000074008
111201000025101	20080829	0	332351000009108	900000000000074008
111181000025102	20080829	0	332351000009108	900000000000074008
111141000025109	20080829	0	332351000009108	900000000000074008
111101000025107	20080829	0	332351000009108	900000000000074008
111061000025109	20080829	0	332351000009108	900000000000074008
111041000025105	20080829	0	332351000009108	900000000000074008
111011000025106	20080829	0	332351000009108	900000000000074008
110971000025106	20080829	0	332351000009108	900000000000074008
110961000025103	20080829	0	332351000009108	900000000000074008
110931000025108	20080829	0	332351000009108	900000000000074008
110871000025104	20080829	0	332351000009108	900000000000074008
110841000025108	20080829	0	332351000009108	900000000000074008
110831000025102	20080829	0	332351000009108	900000000000074008
110791000025105	20080829	0	332351000009108	900000000000074008
110781000025107	20080829	0	332351000009108	900000000000074008
110771000025109	20080829	0	332351000009108	900000000000074008
110741000025100	20080829	0	332351000009108	900000000000074008
110681000025100	20080829	0	332351000009108	900000000000074008
110661000025106	20080829	0	332351000009108	900000000000074008
110651000025109	20080829	0	332351000009108	900000000000074008
110481000025103	20080829	0	332351000009108	900000000000074008
110471000025101	20080829	0	332351000009108	900000000000074008
110331000025107	20080829	0	332351000009108	900000000000074008
110311000025100	20080829	0	332351000009108	900000000000074008
110291000025104	20080829	0	332351000009108	900000000000074008
110241000025109	20080829	0	332351000009108	900000000000074008
110171000025108	20080829	0	332351000009108	900000000000074008
110111000025103	20080829	0	332351000009108	900000000000074008
110091000025108	20080829	0	332351000009108	900000000000074008
110001000025100	20080829	0	332351000009108	900000000000074008
109921000025101	20080829	0	332351000009108	900000000000074008
109901000025107	20080829	0	332351000009108	900000000000074008
109881000025105	20080829	0	332351000009108	900000000000074008
109871000025107	20080829	0	332351000009108	900000000000074008
109821000025106	20080829	0	332351000009108	900000000000074008
109721000025103	20080829	0	332351000009108	900000000000074008
109711000025107	20080829	0	332351000009108	900000000000074008
109691000025109	20080829	0	332351000009108	900000000000074008
109661000025100	20080829	0	332351000009108	900000000000074008
109591000025105	20080829	0	332351000009108	900000000000074008
109571000025109	20080829	0	332351000009108	900000000000074008
109511000025104	20080829	0	332351000009108	900000000000074008
109501000025102	20080829	0	332351000009108	900000000000074008
109461000025102	20080829	0	332351000009108	900000000000074008
109431000025107	20080829	0	332351000009108	900000000000074008
109321000025102	20080829	0	332351000009108	900000000000074008
109291000025107	20080829	0	332351000009108	900000000000074008
109271000025106	20080829	0	332351000009108	900000000000074008
109241000025102	20080829	0	332351000009108	900000000000074008
109181000025100	20080829	0	332351000009108	900000000000074008
109001000025106	20080829	0	332351000009108	900000000000074008
108931000025107	20080829	0	332351000009108	900000000000074008
108921000025109	20080829	0	332351000009108	900000000000074008
108901000025103	20080829	0	332351000009108	900000000000074008
108881000025100	20080829	0	332351000009108	900000000000074008
108841000025107	20080829	0	332351000009108	900000000000074008
108831000025101	20080829	0	332351000009108	900000000000074008
108801000025105	20080829	0	332351000009108	900000000000074008
108791000025109	20080829	0	332351000009108	900000000000074008
108781000025106	20080829	0	332351000009108	900000000000074008
108761000025100	20080829	0	332351000009108	900000000000074008
108731000025105	20080829	0	332351000009108	900000000000074008
108711000025103	20080829	0	332351000009108	900000000000074008
108701000025101	20080829	0	332351000009108	900000000000074008
108661000025105	20080829	0	332351000009108	900000000000074008
108561000025109	20080829	0	332351000009108	900000000000074008
108551000025107	20080829	0	332351000009108	900000000000074008
108541000025105	20080829	0	332351000009108	900000000000074008
108291000025103	20080829	0	332351000009108	900000000000074008
108281000025101	20080829	0	332351000009108	900000000000074008
108261000025107	20080829	0	332351000009108	900000000000074008
108251000025105	20080829	0	332351000009108	900000000000074008
108211000025109	20080829	0	332351000009108	900000000000074008
108181000025105	20080829	0	332351000009108	900000000000074008
108141000025103	20080829	0	332351000009108	900000000000074008
108061000025103	20080829	0	332351000009108	900000000000074008
108001000025104	20080829	0	332351000009108	900000000000074008
107931000025106	20080829	0	332351000009108	900000000000074008
107921000025108	20080829	0	332351000009108	900000000000074008
107881000025104	20080829	0	332351000009108	900000000000074008
107861000025105	20080829	0	332351000009108	900000000000074008
107851000025108	20080829	0	332351000009108	900000000000074008
107741000025103	20080829	0	332351000009108	900000000000074008
107681000025103	20080829	0	332351000009108	900000000000074008
107671000025101	20080829	0	332351000009108	900000000000074008
107651000025107	20080829	0	332351000009108	900000000000074008
107621000025102	20080829	0	332351000009108	900000000000074008
107611000025106	20080829	0	332351000009108	900000000000074008
107601000025108	20080829	0	332351000009108	900000000000074008
107581000025102	20080829	0	332351000009108	900000000000074008
107571000025100	20080829	0	332351000009108	900000000000074008
107481000025101	20080829	0	332351000009108	900000000000074008
107351000025102	20080829	0	332351000009108	900000000000074008
107341000025104	20080829	0	332351000009108	900000000000074008
107331000025105	20080829	0	332351000009108	900000000000074008
107131000025108	20080829	0	332351000009108	900000000000074008
107101000025104	20080829	0	332351000009108	900000000000074008
107051000025104	20080829	0	332351000009108	900000000000074008
107011000025100	20080829	0	332351000009108	900000000000074008
106901000025104	20080829	0	332351000009108	900000000000074008
106881000025101	20080829	0	332351000009108	900000000000074008
106871000025104	20080829	0	332351000009108	900000000000074008
106771000025109	20080829	0	332351000009108	900000000000074008
106751000025103	20080829	0	332351000009108	900000000000074008
106731000025106	20080829	0	332351000009108	900000000000074008
106711000025104	20080829	0	332351000009108	900000000000074008
106691000025102	20080829	0	332351000009108	900000000000074008
106671000025103	20080829	0	332351000009108	900000000000074008
106651000025109	20080829	0	332351000009108	900000000000074008
106641000025107	20080829	0	332351000009108	900000000000074008
106621000025104	20080829	0	332351000009108	900000000000074008
106601000025105	20080829	0	332351000009108	900000000000074008
106501000025109	20080829	0	332351000009108	900000000000074008
106491000025100	20080829	0	332351000009108	900000000000074008
106461000025109	20080829	0	332351000009108	900000000000074008
106451000025107	20080829	0	332351000009108	900000000000074008
106441000025105	20080829	0	332351000009108	900000000000074008
106411000025106	20080829	0	332351000009108	900000000000074008
106401000025108	20080829	0	332351000009108	900000000000074008
106351000025104	20080829	0	332351000009108	900000000000074008
106261000025108	20080829	0	332351000009108	900000000000074008
106141000025104	20080829	0	332351000009108	900000000000074008
106001000025100	20080829	0	332351000009108	900000000000074008
105991000025101	20080829	0	332351000009108	900000000000074008
105911000025107	20080829	0	332351000009108	900000000000074008
105901000025109	20080829	0	332351000009108	900000000000074008
105881000025107	20080829	0	332351000009108	900000000000074008
105871000025109	20080829	0	332351000009108	900000000000074008
105831000025106	20080829	0	332351000009108	900000000000074008
105821000025108	20080829	0	332351000009108	900000000000074008
105761000025107	20080829	0	332351000009108	900000000000074008
105751000025105	20080829	0	332351000009108	900000000000074008
105631000025107	20080829	0	332351000009108	900000000000074008
105531000025108	20080829	0	332351000009108	900000000000074008
105501000025104	20080829	0	332351000009108	900000000000074008
105471000025107	20080829	0	332351000009108	900000000000074008
105451000025101	20080829	0	332351000009108	900000000000074008
105431000025109	20080829	0	332351000009108	900000000000074008
105251000025102	20080829	0	332351000009108	900000000000074008
105201000025101	20080829	0	332351000009108	900000000000074008
104901000025108	20080829	0	332351000009108	900000000000074008
104781000025100	20080829	0	332351000009108	900000000000074008
104751000025109	20080829	0	332351000009108	900000000000074008
104731000025101	20080829	0	332351000009108	900000000000074008
104701000025105	20080829	0	332351000009108	900000000000074008
104631000025106	20080829	0	332351000009108	900000000000074008
104601000025102	20080829	0	332351000009108	900000000000074008
104591000025106	20080829	0	332351000009108	900000000000074008
104581000025108	20080829	0	332351000009108	900000000000074008
104561000025102	20080829	0	332351000009108	900000000000074008
104521000025109	20080829	0	332351000009108	900000000000074008
104501000025103	20080829	0	332351000009108	900000000000074008
104481000025109	20080829	0	332351000009108	900000000000074008
104451000025100	20080829	0	332351000009108	900000000000074008
104441000025102	20080829	0	332351000009108	900000000000074008
104151000025105	20080829	0	332351000009108	900000000000074008
104121000025100	20080829	0	332351000009108	900000000000074008
104071000025100	20080829	0	332351000009108	900000000000074008
103861000025102	20080829	0	332351000009108	900000000000074008
103811000025100	20080829	0	332351000009108	900000000000074008
103791000025104	20080829	0	332351000009108	900000000000074008
103741000025109	20080829	0	332351000009108	900000000000074008
103611000025101	20080829	0	332351000009108	900000000000074008
103601000025104	20080829	0	332351000009108	900000000000074008
103541000025103	20080829	0	332351000009108	900000000000074008
103501000025100	20080829	0	332351000009108	900000000000074008
103491000025109	20080829	0	332351000009108	900000000000074008
103431000025105	20080829	0	332351000009108	900000000000074008
103271000025109	20080829	0	332351000009108	900000000000074008
103251000025103	20080829	0	332351000009108	900000000000074008
103071000025102	20080829	0	332351000009108	900000000000074008
102931000025109	20080829	0	332351000009108	900000000000074008
102841000025109	20080829	0	332351000009108	900000000000074008
102111000025104	20080829	0	332351000009108	900000000000074008
101871000025106	20080829	0	332351000009108	900000000000074008
101841000025102	20080829	0	332351000009108	900000000000074008
101831000025108	20080829	0	332351000009108	900000000000074008
101801000025104	20080829	0	332351000009108	900000000000074008
101371000025100	20080829	0	332351000009108	900000000000074008
101301000025107	20080829	0	332351000009108	900000000000074008
101111000025107	20080829	0	332351000009108	900000000000074008
100971000025108	20080829	0	332351000009108	900000000000074008
100931000025105	20080829	0	332351000009108	900000000000074008
100901000025101	20080829	0	332351000009108	900000000000074008
100801000025108	20080829	0	332351000009108	900000000000074008
100771000025106	20080829	0	332351000009108	900000000000074008
100371000025107	20080829	0	332351000009108	900000000000074008
100361000025104	20080829	0	332351000009108	900000000000074008
100161000025102	20080829	0	332351000009108	900000000000074008
100151000025104	20080829	0	332351000009108	900000000000074008
100131000025107	20080829	0	332351000009108	900000000000074008
99601000025109	20080829	0	332351000009108	900000000000074008
98541000025100	20080829	0	332351000009108	900000000000074008
98531000025106	20080829	0	332351000009108	900000000000074008
98401000025103	20080829	0	332351000009108	900000000000074008
98281000025109	20080829	0	332351000009108	900000000000074008
98101000025105	20080829	0	332351000009108	900000000000074008
98091000025103	20080829	0	332351000009108	900000000000074008
98071000025104	20080829	0	332351000009108	900000000000074008
97761000025106	20080829	0	332351000009108	900000000000074008
97331000025100	20080829	0	332351000009108	900000000000074008
97301000025109	20080829	0	332351000009108	900000000000074008
97241000025103	20080829	0	332351000009108	900000000000074008
97201000025100	20080829	0	332351000009108	900000000000074008
96941000025108	20080829	0	332351000009108	900000000000074008
96931000025102	20080829	0	332351000009108	900000000000074008
96801000025104	20080829	0	332351000009108	900000000000074008
96781000025103	20080829	0	332351000009108	900000000000074008
96761000025109	20080829	0	332351000009108	900000000000074008
96741000025105	20080829	0	332351000009108	900000000000074008
96721000025102	20080829	0	332351000009108	900000000000074008
96701000025108	20080829	0	332351000009108	900000000000074008
